,review,target
10,"PARA AQUELLOS DE LOS BABY BOOMERS QUE LLEGARON DEMASIADO TARDE EN LA ESCENA PARA APRECIAR A JAMES DEAN ET.AL., MARTIN SHEEN NOS MOSTRÓ EL CAMINO EN ESTA GRAN CARACTERÍSTICA. LA PREMISA ES BASTANTE FÁCIL: LA CAPUCHA FRESCA SE ENCUENTRA CON EL SHERIFF DE LA CIUDAD PEQUEÑA Y EL INFIERNO, SE PRODUCE, PERO LAS NUECES Y LOS TORNILLOS DE ESTA PELÍCULA CAUTIVAN LA TUERCA DEL AUTOMÓVIL EN TODOS NOSOTROS.NO, ESTO NO ES CASABLANCA, NI ES UNA GRAN LITERATURA, PERO ES UNA PELÍCULA SERIA SOBRE LOS COCHES, LA REBELIÓN Y EL GENIO QUE ES MARTIN SHEEN. DISFRUTE DE ESTO Y LO APRECIO POR LO QUE ES, Y POR LO QUE MARTIN SE CONVERTIRÁ.ME ENCANTÓ ESTA PELÍCULA CRECIENDO COMO UN ADOLESCENTE EN LOS AÑOS 70, Y TÚ TAMBIÉN LO HARÁS.",1
11,"PENSÉ QUE LA PELÍCULA ERA BUENA, PERO ME GUSTA LEER LA HISTORIA REAL DETRÁS DE LAS PELÍCULAS ""BASADAS EN UNA HISTORIA REAL"".¿ALGUIEN CONOCE LOS NOMBRES Y UBICACIONES DE LOS PERSONAJES REALES QUE SE BASA LA PELÍCULA?HE HECHO UNA BÚSQUEDA COMPLETA DE INTERNET Y NO PUEDO ENCONTRAR NINGUNA INFORMACIÓN SOBRE ESTE CASO.TODO LO QUE RECIBO ES LA INFORMACIÓN DE LA PELÍCULA Y EL HECHO DE QUE SE BASA EN UNA ""HISTORIA REAL"".ME RESULTA DIFÍCIL CREER QUE UN JUEZ CAMBIARÍA SU SENTENCIA RENDIDA INMEDIATAMENTE EN EL TRIBUNAL, INCLUSO DESPUÉS DE UN DISCURSO TAN SINCERO POR EL HERMANO (HERMOSA JOHN CORBETT), PERO EN GENERAL LA HISTORIA ERA MUY AGARRADA.DE TODOS MODOS, SI ALGUIEN CONOCE LA VERDADERA ""HISTORIA REAL"", ¡TE AGRADECERÍA QUE LO COMPARTES!",1
12,"EN EL BÁRBARO Y LA GEISHA, JOHN WAYNE JUEGA A TOWNSEND HARRIS, UN VERDADERO ENVIADO DE LOS ESTADOS UNIDOS QUE FUE RESPONSABLE DE ABRIR VERDADERAMENTE A JAPÓN A LAS RELACIONES INTERNACIONALES A FINES DE LA DÉCADA DE 1850. ANTES DE ÉL, COMMODORE PERRY BÁSICAMENTE EMPUJÓ A JAPÓN CON CAÑONERAS Y OBLIGÓ A UN TRATADO A LOS JAPONESES EN 1853. HARRIS, QUIEN LLEGÓ UN POCO MÁS TARDE, TRABAJÓ A TRAVÉS DE LOS DETALLES Y AYUDÓ A GARANTIZAR EL CUMPLIMIENTO, YA QUE MUCHOS DE LOS JAPONESES NO SINTIERON NINGUNA INCLINACIÓN EN PARTICULAR A HONRAR EL PRIMER TRATADO. TODO ESTO ES CIERTO Y SE MUESTRA EN LA PELÍCULA. SEGÚN OTRAS FUENTES QUE ENCONTRÉ, EL ROMANCE ENTRE HARRIS Y UNA GEISHA JAPONESA ES EN SU MAYORÍA FICCIÓN Y ESTE ROMANCE ES GRAN PARTE DEL ENFOQUE DE ESTA PELÍCULA (POR LO TANTO, EL TÍTULO). MI PRIMERA REACCIÓN LA PRIMERA VEZ QUE VI ESTA PELÍCULA FUE UNA DE SORPRESA. JOHN WAYNE COMO DIPLOMÁTICO? CUANDO ESTÁ SIENDO DIPLOMÁTICO EN LA MAYORÍA DE LAS PELÍCULAS, DICE, POR FAVOR Y GRACIAS MIENTRAS GOLPEA A LA GENTE !!!! ASÍ QUE VERLO TOCAR A UN HOMBRE QUE NO ES UN HOMBRE DE ACCIÓN Y ES CAPAZ DE JUGAR EL JUEGO DIPLOMÁTICO PARECÍA MUY EXTRAÑO. DE HECHO, NO PUEDO PENSAR EN DEMASIADOS ACTORES EN 1958 QUE HUBIERAN SIDO MÁS INUSUALES PARA ESTE PAPEL. POR CIERTO, HE VISTO FOTOS DE HARRIS Y WAYNE, PRÁCTICAMENTE NO HA PARECIDO CON ÉL. SIN EMBARGO, A PESAR DE LA HISTORIA, TOMANDO MUCHAS LIBERTADES CON LA VERDAD Y LA EXTRAÑA CASTING, LA PELÍCULA SIGUE SIENDO MUY VISTA. LA CINEMATOGRAFÍA DE COLOR ES AGRADABLE, LA PELÍCULA MUESTRA ALGUNAS IDEAS AGRADABLES SOBRE LA COSTUMBRE Y LA CULTURA JAPONESAS Y LA ACTUACIÓN NO ES MALA. EN GENERAL, UNA PELÍCULA AGRADABLE Y OBSERVABLE A PESAR DE QUE ES EXTRAÑA CASTING.PS, LEA A TRAVÉS DE LA TRIVIA PARA ESTA PELÍCULA. DESCUBRES UN POCO MÁS SOBRE LOS PERSONAJES DE LA VIDA REAL, ASÍ COMO UNA SUPUESTA LUCHA ENTRE WAYNE Y EL DIRECTOR (JOHN HUSTON), DONDE WAYNE APARENTEMENTE LO DERRIBÓ. BASADO EN LO QUE HE LEÍDO SOBRE HUSTON Y LA FORMA EN QUE SE LLEVÓ JUNTO CON LOS ACTORES, ESTE ES UN INCIDENTE QUE TIENDO A CREER. Y, TAMBIÉN ES UN BUEN EJEMPLO DE LA ""DIPLOMACIA"" DE JOHN WAYNE.",1
13,"CREO QUE ""KEY WEST"" PODRÍA HACERLO BIEN COMO UN DVD.PROBABLEMENTE HAY MUCHOS CAMIONES DE ESTRELLA FALLIDOS QUE NUNCA TUVIERON LA OPORTUNIDAD DE TENER ÉXITO.NUNCA SABREMOS SI ESTO PODRÍA HABER SIDO UNA GRAN SERIE.ME ENCANTARÍA SABER SI HAY UNA MANERA DE VER ESPECTÁCULOS MÁS ANTIGUOS COMO ESTE O SON SOLO OTRA NOTA DE PISOS DE HOLLYWOOD?¿ES POSIBLE ENCONTRAR COPIAS DE ESTOS PROGRAMAS PARA QUE LOS LEALES NO PUEDAN DISFRUTARLOS NUEVAMENTE?EL ESPECTÁCULO TUVO UN GRAN TALENTO DE ESCRITURA Y ALGUNOS, SI NO TODOS, LOS EPISODIOS, TE DEJARON CON UNA SENSACIÓN DE LOS PERSONAJES QUE A MENUDO FALTAN EN LOS ESPECTÁCULOS DE ÉXITO DE HOY. A MENUDO SALÍA CON UN SENTIDO DE APRENDER ALGO DE LAS LÍNEAS DE LA HISTORIA Y MUY ENTRETENIDAS PORLOS PERSONAJES MUY ÚNICOS.GRACIAS.",1
14,"LA FIEBRE ES UNA PELÍCULA BASTANTE DIVERTIDA.TIENE MUCHOS MOMENTOS DIVERTIDOS (INCLUIDA UNA ESCENA DE DUCHA HILARANTEMENTE PERTURBADORA).COMO LA MAYORÍA DE LAS COMEDIAS ROMÁNTICAS, TIENE UNA ""ZONA MUERTA"" EN EL MEDIO DONDE TODOS LOS PESADOS ""SE ESTÁN ROMPIENDO CONMIGO"" SUCEDE, PERO APARTE DE ESO, SIGUE SIENDO DIVERTIDO HASTA EL FINAL. AUNQUE LA TRAMA GIRA ALREDEDOR DEL FANATISMO.HACIA LOS RED SOX, NO ESTÁ SOBRECARGADO CON LOS DEPORTES.NO TIENES QUE SER FAN PARA DISFRUTAR DE ESTA PELÍCULA. POR SUPUESTO, ESO ES FÁCIL PARA MÍ DECIR: HE SIDO UN FANÁTICO DE LOS MEDIAS ROJAS, YA QUE YO ERA UN NIÑO, TAMBIÉN.7 DE 10.BARKY",1
15,"NO ES A MENUDO QUE UNA SERIE DE TELEVISIÓN ME AGARRA JUSTO AL LADO DEL BATE; UNA RECIENTE OPORTUNIDAD DE DESCARGA DEL PILOTO PARA SUPERFICIE ME HIZO PEGARSE A MI ASIENTO PARA LA TOTALIDAD DEL EPISODIO, DESPUÉS DE LO CUAL INMEDIATAMENTE SALÍ DE UNA BÚSQUEDA FEBRIL PARA APRENDER TODO LO QUE PUDE SOBRE ESTA MARAVILLOSA SERIE. A MI DISGUSTO, DESCUBRÍ QUE SE HABÍA CANCELADO DESPUÉS DE UN MERO 15 EPISODIOS, A PESAR DE SUS FUERTES CALIFICACIONES Y SUS CRÍTICAS EXTREMADAMENTE FAVORABLES. TAL DEGRADACIÓN, ENTONCES, HE ADQUIRIDO LOS EPISODIOS RESTANTES, Y ENCONTRÉ LOS PRIMEROS 5 O 6 PARA ESTAR ENTRE LA MEJOR TELEVISIÓN QUE HE VISTO. SOLO FANTÁSTICO DE PRINCIPIO A FIN, Y COMO COMENTÓ OTRO CRÍTICO, ME ENCANTÓ CÓMO TERMINARON CADA EPISODIO CON UN ENORME ACABADO. ME IMAGINO QUE LO ESTOY MIRANDO CADA SEMANA, HUBIERA ESTADO GRITANDO CON TENSIÓN Y SIMPLEMENTE CAUTIVADO, ESPERANDO DESESPERADAMENTE EL QUE SE LIBERARA EL PRÓXIMO EPISODIO. CRECIENDO, SIEMPRE ESCUCHÉ QUE FUE COMO SOLÍAN HACER LAS PELÍCULAS EN SERIE TEMPRANAS PARA HACERLO, TERMINANDO CON UN ENORME CLIFFHANGER PARA QUE LA MULTITUD REGRESARA AL TEATRO PARA EL PRÓXIMO EPISODIO., PARECE POR ALGUNA RAZÓN U OTRO, LOS TRAJES DECIDIERON MATAR ESTO. DESACTIVADO, Y APARENTEMENTE LA GENTE DETRÁS DEL ESPECTÁCULO DEBE HABER VISTO LA ESCRITURA EN LA PARED, PORQUE DESPUÉS DEL EPISODIO 6 LAS COSAS DEFINITIVAMENTE SE TURNAN PARA PEOR. NO DIRÍA QUE LOS EPISODIOS REALMENTE SE VUELVEN ABURRIDOS, PERO MUCHOS DE LOS ELEMENTOS DE LA TRAMA SE VUELVEN UN POCO MÁS CLICHÉD, Y TENGO QUE DECIR, EL EPISODIO FINAL REALMENTE ME DEJÓ SENTIR ENGAÑADO. SOLO DESEO QUE LOS CREADORES DEL ESPECTÁCULO TENGAN UNA OPORTUNIDAD JUSTA. EL * SOLO * OTRO PROGRAMA QUE ME DEJÓ SENTIR ASÍ FUE LA PRIMERA TEMPORADA DE STARGATE SG-1, QUE SIMPLEMENTE RESONÓ ENORMEMENTE, SINTIÉNDOSE MUY ""CIERTO"", CONMOVEDOR Y HECHO DEL CORAZÓN. LA SUPERFICIE ERA UNA GRAN SERIE, Y TAL VEZ ALGÚN DÍA, ALGÚN AMANTE DE LA TELEVISIÓN BIEN TACÍACO VERÁ TODO EL DERRAMAMIENTO DE LA EMOCIÓN SOBRE LA CANCELACIÓN DEL PROGRAMA, Y ​​DEVOLVERÁ ESTE ESPECTÁCULO. UNO PUEDE ESPERAR, AL MENOS. :)",1
16,"ESTE ES, POSIBLEMENTE, EL MEJOR DIRECTOR DE CINE HAIM BOUZAGLO HIZO HASTA AHORA. UN DIRECTOR DE TELEVISIÓN ESPECIALIZADO, BIEN ENTRENADO EN HISTORIAS Y EN LA DIRECCIÓN DE SUS ACTORES A TRAVÉS DE LARGAS EPOPEYAS, TRATÓ DE ATRAPAR EN ESTA PELÍCULA DE MUY BAJO PRESUPUESTO, LA ESENCIA DE LA SITUACIÓN PSICOLÓGICA MUY ESPECIAL, LOS ISRAELÍES VIVEN, AUNQUE BAJO EL PELIGRO PERMANENTE DEL TERROR. ATAQUES, LO QUE RESULTA EN VIDAS 'DISTORSIONADAS'. CADA PERSONAJE QUE INTENTA VIVIR SU PROPIA VIDA, PARA OBSERVAR Y CONTROLAR AL OTRO, MIENTRAS SE ESTÁ MIRANDO Y CONTROLADO POR OTROS PERSONAJES Y, EN SU MAYORÍA, POR LA PRESIÓN CONTINUA, POR LAS FUERZAS POLÍTICAS E HISTÓRICAS, ADEMÁS DE SU CONTROL. ALGUNOS LLAMAN A ESTE DESTINO, PERO EL DESTINO TIENE UNA REPRESENTACIÓN MUY CONCRETA EN ESTA PELÍCULA. NO HAY NINGÚN DICHO POLÍTICO EXPLÍCITO EN LA ""DISTORSIÓN"". LOS PERSONAJES NUNCA DISCUTEN LA POLÍTICA, ¡NI SIQUIERA AL NIVEL DE DECIR 'BASTARDS!' CUANDO ESCUCHAN QUE OCURRE UN NUEVO ATAQUE DE TERROR. SU REACCIÓN A LOS EVENTOS ES LOCALIZAR EL ATAQUE Y CONTAR A LAS VÍCTIMAS UTILIZANDO LA TERMINOLOGÍA OFICIAL Y DE LOS MEDIOS DE COMUNICACIÓN PARA LOS MUERTOS Y LOS HERIDOS. REALMENTE NO VIVEN, SINO QUE MÁS BIEN SOBREVIVEN AL TIEMPO PRESTADO, FELICES DE HABER SOBREVIVIDO A UNA BOMBA Y ESPERANDO QUE SUCEDA AL SIGUIENTE. LA VIDA PERSONAL, SOCIAL Y PROFESIONAL PARECE FUNCIONAR DE ALGUNA MANERA, PERO ES PROFUNDAMENTE DEFECTUOSA E INFLUENCIADA POR LOS EVENTOS. EL PERSONAJE PRINCIPAL INTERPRETADO POR EL DIRECTOR ES UN DRAMATURGO CUYA CRISIS PERSONAL Y CREATIVA DE LA MEDIANA EDAD SE AMPLIFICA POR LA PRESIÓN DE LOS ACONTECIMIENTOS Y POR EL HECHO DE QUE TIENE LA SUERTE DE DEJAR UN SITIO DE ATAQUE DE TERROR ANTES DE QUE LA BOMBA EXPLOTA. ÉL CONTRATA A UN DETECTIVE PRIVADO PARA SEGUIR A SU NOVIA, QUE ES UN REPORTERO DE INVESTIGACIÓN DE TELEVISIÓN A QUIEN SOSPECHA QUE ESTÁ CAYENDO POR EL TEMA DE SU PRÓXIMO SHOW, OTRO HOMBRE FALLIDO, EX MILITARES, CUYO NEGOCIO Y VIDA FAMILIAR SE DESMANTENAN BAJO LOS EVENTOS. COMIENZA A ESCRIBIR UNA OBRA DE CARBONO QUE COPIA LA REALIDAD DE LA REALIDAD Y LO LLEVARÁ AL ESCENARIO, EN EL TEATRO EN LA ESCENA DE CINE QUE RECUERDA A HAMLET, ASÍ COMO 'SYNECDOCHE, NUEVA YORK'. NO ES QUE ME ATREVERÍA A SOSPECHAR DE CHARLIE KAUFMAN MIRANDO POR ENCIMA DEL HOMBRO DE BOUZAGLO, CIERTAMENTE NO NECESITA ESO, PERO LA PANTALLA DEL DIRECTOR ISRAELÍ ES GENIAL PARA ANTICIPAR LA PELÍCULA POSTERIOR (Y LA PRIMERA DIRIGIDA POR KAUFMAN). AL IGUAL QUE EN LOS ACTORES DE LA PELÍCULA ESTADOUNIDENSE, JUEGAN A PERSONAS REALES Y COMIENZAN A INTERACTUAR CON ELLOS EN UNA REALIDAD, CONOCE A LA REALIDAD, SE REÚNEN A LA REALIDAD, QUE NUNCA CARECE DE LÓGICA, AL MENOS NO LÓGICA ARTÍSTICA. BOUZAGLO DIRIGE A SUS ACTORES CON EL TALENTO HABITUAL, LOS CONFÍA Y PERMITE LA LIBERTAD DE VIVIR A TRAVÉS DE LAS SITUACIONES EN LUGAR DE ACTUARLAS. SU ESTILO ES MUCHO MÁS LIBRE AQUÍ QUE EN SU SERIE DE TELEVISIÓN, Y LOS EFECTOS DE ""DISTORSIÓN"", AUNQUE TOMADOS PRESTADOS DE LAS PELÍCULAS DE TERROR ESTADOUNIDENSES TRABAJAN BASTANTE BIEN. EL FINAL ME PARECIÓ UN POCO RETÓRICO Y INSATISFACTORIO DRAMÁTICAMENTE, PERO LA SOMBRA DEL ASESINO SUICIDA QUE ESTÁ INQUIETANTE DE LA PELÍCULA Y TODA LA SITUACIÓN EN UN BUCLE TEMPORAL TAMBIÉN SEGUIRÁ AL ESPECTADOR CUANDO RECUERDE ESTA PELÍCULA.",1
17,"NO PUEDO POR LA VIDA DE MÍ ENTENDER POR QUÉ LA CALIFICACIÓN AQUÍ PARA ESTA PELÍCULA ES TAN BAJA. ESTA FUE UNA DE LAS PELÍCULAS MÁS HERMOSAS QUE HE VISTO ESTE AÑO. REALMENTE GOLPEÓ UN ACORDE CONMIGO. HABÍA ESTADO ANTICIPANDO ESTA PELÍCULA DURANTE VARIOS MESES Y PENSÉ EN MÍ MISMO, NO HAY FORMA DE QUE PUEDA ESTAR A LA ALTURA DE LAS EXPECTATIVAS QUE TUVE PARA ESO ... VIENDO CÓMO LO CONSTRUÍ EN MI CABEZA TANTO COMO YO. BUENO, NO HACE FALTA DECIR QUE NO SOLO CUMPLIÓ CON MIS EXPECTATIVAS, SINO QUE LAS SUPERÓ CON CRECES. JORDANA BREWSTER Y CAMERON DÍAZ FUERON EXCELENTES EN TODOS LOS SENTIDOS. SU ACTUACIÓN EXCELENTE DE LEJOS. AMBOS ESTABAN EN SU ELEMENTO Y COMPLETAMENTE NATURALES PARA LOS ROLES. LOS LOCALES ERAN ABSOLUTAMENTE HERMOSOS. CADA DISPARO FILMADO FUE PERFECTAMENTE CAPTURADO Y ENCAJÓ EL ESTADO DE ÁNIMO Y LA ATMÓSFERA BELLAMENTE. ENCONTRÉ ESTA PELÍCULA MUY TOCANDO Y LO TOMÉ MUY CERCA DEL CORAZÓN. INCLUSO ME CONTEMPLARÍA DICIENDO QUE ESTO PODRÍA SER UNO DE MIS FAVORITOS DE TODOS LOS TIEMPOS. POR LO MENOS, CIERTAMENTE PODRÍA VERLO UNA Y OTRA VEZ. JURO QUE NO PUDE ENCONTRAR UNA FALLA EN ESTA PELÍCULA. ES DIFÍCIL DECIR ESO SOBRE CUALQUIER PELÍCULA. RECOMIENDO ENCARECIDAMENTE ESTE. ES CONMOVEDOR, ES SIGNIFICATIVO, Y DICE MUCHO SOBRE LA NATURALEZA HUMANA Y LA FAMILIA.10 DE 10. BIEN HECHO POR TODOS.",1
18,"HARTLEY EN FORMA DE BAJO PERFIL: MARTIN DONOVAN, NACIDO PARA JUGAR A JESÚS, VIENE COMO MESÍAS A MILLENIAL MANHATTEN;P.J. HARVEY ES EXCELENTE COMO SIDEKICK MAGDELENA.UNA LIGERA PELÍCULA, PERO DRILY DIVERTIDA, CORTA Y DULCE.",1
19,"ESTA ES PROBABLEMENTE LA COSA MÁS DIVERTIDA QUE HE VISTO, DESDE EL PRINCIPIO HASTA TERMINAR, FUE PERFECTO EN EL TIEMPO, LA ATMÓSFERA, LAS LÍNEAS DE PERFORACIÓN, LA MÚSICA DE FONDO, LAS SECUENCIAS DE COMBATES Y TODOS LOS DEMÁS ASPECTOS POSIBLES QUE PUEDAS IMAGINAR.PARA SER ABSOLUTAMENTE HONESTO, ENCUENTRO ESTA PELÍCULA TAN DIVERTIDA COMO SU PARTE INFERIOR DE SU (RIK & ADE'S) BOTTOM "", TAL VEZ INCLUSO MÁS DIVERTIDO.ME REÍ CONSTANTEMENTE A LO LARGO DE TODA LA PELÍCULA Y SOLO PUEDO RECOMENDAR VER ESTA PELÍCULA ... SIN EMBARGO, ¿SIN EMBARGO, SI LO VES SIN SABER (O GUSTAR?) EL TIPO DE COMEDIA RIK MAYALL Y ADE EDMONDSON LO HAN HECHO ANTES, ES POSIBLE QUE NO PIENSES QUE ES GRACIOSO ENTODOS, PERO REALMENTE NO PUEDO ENTENDER A LOS QUE NO LES GUSTA, ¡ESTA ES LA GENTE HUMOR !!!(LA GENTE SE GOLPEA CON FREÍR SARTENES, CHICOS CORRIENDO CON LENCERÍA DE GOMA ROJA, VÓMITO VERDE LLENANDO LOS PASILLOS, LOS CHICOS SE PATEAN EN LA B ****** S Y RECIBIENDO CANDELABROS EN LOS OJOS, ¿CÓMO PUEDE NO SER DIVERTIDO??) 10/10",1
